date,amount,category,subcategory,description,payment_mode
2026-02-26 12:59:03,263.17,Food,Restaurant,Paid for restaurant,UPI
2026-03-04 15:02:29,512.93,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-04-06 15:32:35,895.98,Education,Online Course,Paid for online course,Debit Card
2026-05-21 18:13:31,36.42,Snacks,Tea/Coffee,Chai & biscuits,UPI
2025-11-16 17:02:16,271.06,Food,Zomato/Swiggy,Pizza party,UPI
2026-05-24 20:14:04,357.36,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-06-03 08:12:41,121.81,Food,Groceries,Paid for groceries,UPI
2026-05-14 14:12:23,5904.83,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2026-04-26 20:22:00,299,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2026-04-11 22:33:54,173.59,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-06-05 18:04:52,159.18,Food,Zomato/Swiggy,Biryani order,UPI
2026-04-12 12:55:03,1857.38,Entertainment,Weekend Outing,Paid for weekend outing,Credit Card
2025-11-21 09:13:50,1680.4,Education,Online Course,Paid for online course,UPI
2026-04-24 09:46:40,357.7,Other,Miscellaneous,Paid for miscellaneous,Credit Card
2026-06-18 09:15:53,18.46,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2026-01-26 08:10:16,48.46,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-03-08 20:05:55,149,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2025-12-24 11:01:46,299,Recharge,Mobile Data,Paid for mobile data,Cash
2026-05-13 16:38:45,23.45,Snacks,Tea/Coffee,Chai at tapri,UPI
2025-12-16 18:28:47,289.39,Food,Restaurant,Paid for restaurant,UPI
2026-03-07 08:13:15,309.0,Food,Restaurant,Paid for restaurant,Credit Card
2026-06-24 14:44:15,170.2,Education,Reference Books,Paid for reference books,UPI
2026-05-31 19:59:11,374.22,Shopping,Toiletries,Paid for toiletries,UPI
2025-12-31 10:14:42,645.27,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-06-17 15:39:16,291.29,Entertainment,Gaming Parlor,Paid for gaming parlor,Debit Card
2026-01-06 12:01:46,685.7,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-05-03 13:11:07,61.23,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-03-04 08:17:35,45.61,Education,Stationery,Paid for stationery,UPI
2026-05-24 13:24:00,14766.38,Shopping,Electronics,Paid for electronics,UPI
2026-06-15 17:03:24,2507.89,Shopping,Electronics,Paid for electronics,UPI
2026-02-06 23:47:59,234.51,Food,Groceries,Paid for groceries,Credit Card
2026-02-08 22:34:47,199.95,Food,Groceries,Paid for groceries,UPI
2026-03-27 23:08:28,690.82,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,Cash
2025-08-05 17:40:32,208.0,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-05-23 18:27:07,114.74,Shopping,Toiletries,Paid for toiletries,UPI
2026-06-17 13:14:50,4295.37,Shopping,Electronics,Paid for electronics,Credit Card
2026-02-06 19:37:17,36.8,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-06-04 19:42:37,16.09,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-03-15 16:35:36,419.58,Entertainment,Movie Ticket,Popcorn and ticket,UPI
2026-05-26 08:28:50,51.26,Food,Groceries,Paid for groceries,Cash
2026-01-16 21:53:39,532.87,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-06-27 17:30:01,178.97,Food,Zomato/Swiggy,Pizza party,UPI
2026-03-19 08:30:53,439.66,Food,Restaurant,Paid for restaurant,UPI
2026-03-07 16:46:44,4142.66,Education,Online Course,Paid for online course,Debit Card
2026-05-25 23:01:13,4771.64,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2025-07-31 12:17:55,525.74,Food,Restaurant,Paid for restaurant,UPI
2026-03-04 14:08:40,2929.61,Food,Hostel Mess,Paid for hostel mess,Credit Card
2026-05-22 14:19:47,634.74,Food,Restaurant,Paid for restaurant,UPI
2026-05-12 17:34:46,275.4,Food,Zomato/Swiggy,Biryani order,Cash
2026-01-01 16:53:08,4570.97,Shopping,Electronics,Paid for electronics,Credit Card
2026-02-03 13:38:57,332.03,Food,Zomato/Swiggy,Late night dessert,UPI
2026-05-12 08:32:05,165.36,Food,Groceries,Paid for groceries,UPI
2026-01-29 14:53:40,1857.89,Shopping,Clothes,Paid for clothes,Debit Card
2025-09-23 11:10:50,199,Recharge,Mobile Data,Paid for mobile data,Debit Card
2026-04-21 22:49:03,198.01,Other,Hostel Security,Paid for hostel security,UPI
2026-04-21 15:42:20,260.98,Food,Restaurant,Paid for restaurant,UPI
2025-12-14 21:09:40,342.99,Education,Stationery,Paid for stationery,UPI
2025-11-30 19:22:32,34.97,Snacks,Tea/Coffee,Chai at tapri,UPI
2026-04-27 11:21:23,1387.45,Medical,First Aid,Paid for first aid,Debit Card
2026-05-28 23:08:10,381.09,Shopping,Toiletries,Paid for toiletries,Credit Card
2026-02-05 08:25:00,3491.03,Food,Hostel Mess,Paid for hostel mess,Debit Card
2026-05-14 11:41:49,1108.11,Medical,First Aid,Paid for first aid,UPI
2025-11-21 08:40:51,432.21,Education,Reference Books,Paid for reference books,UPI
2025-10-01 22:32:33,79.14,Food,Groceries,Paid for groceries,UPI
2025-08-21 12:38:26,61.63,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-06-09 23:42:16,4682.63,Shopping,Electronics,Paid for electronics,Debit Card
2025-12-25 12:15:44,11.24,Travel,Metro Fare,Paid for metro fare,UPI
2026-03-29 09:42:40,14104.78,Shopping,Electronics,Paid for electronics,Debit Card
2026-04-13 13:03:15,258.82,Food,Restaurant,Paid for restaurant,UPI
2025-12-04 09:48:15,16.01,Snacks,Tea/Coffee,Cold coffee at canteen,Cash
2025-08-23 12:10:01,199.63,Food,Zomato/Swiggy,Burger & Fries,Credit Card
2026-05-22 23:09:21,179.57,Food,Groceries,Paid for groceries,UPI
2026-01-07 17:33:19,203.98,Food,Groceries,Paid for groceries,Credit Card
2026-05-25 18:02:38,3312.54,Education,Online Course,Paid for online course,Debit Card
2026-03-19 19:19:54,146.14,Food,Groceries,Paid for groceries,UPI
2026-01-28 17:52:19,473.75,Education,Reference Books,Paid for reference books,Credit Card
2026-03-23 09:29:07,241.32,Food,Zomato/Swiggy,Pizza party,Credit Card
2026-02-06 12:26:31,54.81,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-02-16 15:37:49,2939.82,Shopping,Clothes,Paid for clothes,Credit Card
2026-05-05 14:39:21,65.08,Food,Groceries,Paid for groceries,UPI
2026-06-01 08:23:58,649,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2026-05-04 09:03:18,54.05,Snacks,Maggi & Noodles,Paid for maggi & noodles,Cash
2026-06-10 08:29:22,408.6,Food,Restaurant,Paid for restaurant,UPI
2025-11-04 22:01:13,4094.91,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2026-04-09 18:29:25,416.5,Food,Zomato/Swiggy,Late night dessert,UPI
2026-02-23 08:10:24,48.54,Travel,Metro Fare,Paid for metro fare,UPI
2026-03-07 12:08:33,398.73,Travel,Uber/Ola Cab,Paid for uber/ola cab,Credit Card
2026-06-23 18:39:03,35.35,Travel,Metro Fare,Paid for metro fare,UPI
2026-05-17 16:39:28,299,Recharge,OTT Subscription,Paid for ott subscription,Debit Card
2026-05-11 17:19:20,155.09,Food,Groceries,Paid for groceries,Debit Card
2025-12-04 13:06:37,41.49,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-04-12 15:59:37,285.47,Education,Stationery,Paid for stationery,UPI
2026-06-26 19:04:58,1270.5,Medical,First Aid,Paid for first aid,UPI
2025-08-04 08:22:56,487.21,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,Credit Card
2026-06-10 14:05:17,48.23,Education,Reference Books,Paid for reference books,UPI
2026-03-14 13:58:49,515.53,Medical,Pharmacy,Paid for pharmacy,UPI
2025-09-23 10:25:20,272.25,Food,Restaurant,Paid for restaurant,UPI
2026-01-06 22:35:33,2032.74,Food,Hostel Mess,Paid for hostel mess,Credit Card
2026-06-18 08:58:31,28.98,Snacks,Tea/Coffee,Chai at tapri,Cash
2026-02-06 11:48:56,2405.24,Food,Hostel Mess,Paid for hostel mess,Credit Card
2026-05-13 22:24:58,2077.04,Entertainment,Weekend Outing,Paid for weekend outing,Debit Card
2025-12-20 23:12:13,650.44,Food,Restaurant,Paid for restaurant,Debit Card
2026-05-04 15:04:57,331.1,Entertainment,Movie Ticket,Movie with hostel mates,Cash
2026-04-22 22:44:30,199,Entertainment,Netflix/Spotify,Paid for netflix/spotify,Cash
2026-05-06 19:07:03,682.72,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,Debit Card
2026-06-22 16:07:29,350.26,Food,Zomato/Swiggy,Pizza party,UPI
2026-04-08 21:39:11,559.83,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-01-07 19:58:12,376.36,Shopping,Toiletries,Paid for toiletries,UPI
2025-10-19 10:14:25,2360.3,Shopping,Clothes,Paid for clothes,UPI
2026-04-19 11:29:19,288.03,Shopping,Toiletries,Paid for toiletries,Debit Card
2025-11-10 20:14:06,193.88,Food,Zomato/Swiggy,Biryani order,UPI
2026-03-13 20:24:33,1459.38,Education,Exam Registration,Paid for exam registration,Debit Card
2026-04-17 09:00:10,402.23,Food,Restaurant,Paid for restaurant,Debit Card
2026-01-28 08:39:22,708.7,Food,Restaurant,Paid for restaurant,UPI
2026-05-22 14:40:38,184.99,Food,Groceries,Paid for groceries,UPI
2025-10-11 13:47:14,354.96,Shopping,Toiletries,Paid for toiletries,Debit Card
2026-05-31 17:39:17,150.46,Entertainment,Movie Ticket,Movie with hostel mates,UPI
2026-01-17 13:23:07,638.93,Food,Restaurant,Paid for restaurant,UPI
2026-05-05 10:24:42,394.8,Travel,Uber/Ola Cab,Paid for uber/ola cab,Debit Card
2026-03-01 18:21:39,349.71,Entertainment,Gaming Parlor,Paid for gaming parlor,Credit Card
2026-06-13 17:57:36,72.2,Snacks,Maggi & Noodles,Paid for maggi & noodles,Cash
2025-12-05 14:56:17,910.59,Shopping,Clothes,Paid for clothes,UPI
2026-04-03 14:47:00,268.59,Entertainment,Movie Ticket,Popcorn and ticket,UPI
2025-11-12 15:26:07,447.8,Food,Zomato/Swiggy,Late night dessert,UPI
2026-06-06 23:07:31,499,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-03-12 19:18:56,2498.01,Shopping,Clothes,Paid for clothes,Debit Card
2026-05-16 18:33:26,159.09,Food,Zomato/Swiggy,Pizza party,Cash
2025-11-18 16:40:41,189.14,Food,Groceries,Paid for groceries,UPI
2026-04-19 11:57:30,492.09,Food,Restaurant,Paid for restaurant,Debit Card
2025-11-20 09:24:48,291.15,Food,Zomato/Swiggy,Burger & Fries,UPI
2025-12-18 17:39:27,497.54,Food,Restaurant,Paid for restaurant,Cash
2026-06-10 15:57:42,1133.01,Shopping,Clothes,Paid for clothes,UPI
2026-03-25 10:37:08,448.27,Food,Zomato/Swiggy,Pizza party,UPI
2026-06-06 12:38:07,70.36,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-01-15 08:45:43,287.61,Food,Restaurant,Paid for restaurant,UPI
2026-01-09 13:32:40,434.41,Entertainment,Gaming Parlor,Paid for gaming parlor,Debit Card
2026-06-24 21:39:44,2707.1,Shopping,Footwear,Paid for footwear,Debit Card
2025-10-27 20:52:48,36.02,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-05-02 10:53:56,219.67,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-01-02 19:02:28,734.1,Food,Restaurant,Paid for restaurant,Debit Card
2026-03-29 09:12:17,124.02,Shopping,Toiletries,Paid for toiletries,UPI
2025-09-21 15:19:53,1218.91,Entertainment,Weekend Outing,Paid for weekend outing,UPI
2026-06-23 08:41:33,3989.41,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2026-03-04 13:33:05,220.41,Shopping,Toiletries,Paid for toiletries,Debit Card
2026-06-27 21:32:06,2615.03,Shopping,Footwear,Paid for footwear,Debit Card
2026-05-16 16:11:23,149,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-04-04 14:28:40,4932.56,Education,Online Course,Paid for online course,Debit Card
2025-10-23 13:02:29,27.3,Travel,Auto/E-Rickshaw,Shared auto to market,UPI
2026-06-17 14:55:12,48.62,Travel,Metro Fare,Paid for metro fare,Cash
2026-06-01 09:53:54,421.11,Food,Restaurant,Paid for restaurant,Debit Card
2025-11-14 13:28:32,519.9,Medical,First Aid,Paid for first aid,Debit Card
2026-06-07 11:41:05,42.52,Snacks,Maggi & Noodles,Paid for maggi & noodles,Cash
2026-01-21 20:28:36,42.21,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-06-03 12:16:28,473.92,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2025-08-15 17:17:22,84.68,Food,Groceries,Paid for groceries,UPI
2026-05-06 15:02:34,58.93,Education,Stationery,Paid for stationery,Cash
2026-05-12 12:22:02,318.11,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-04-24 15:04:08,167.19,Food,Zomato/Swiggy,Late night dessert,UPI
2026-01-28 21:35:42,261.22,Food,Zomato/Swiggy,Biryani order,Debit Card
2026-05-14 15:09:14,60.67,Food,Groceries,Paid for groceries,UPI
2026-05-19 13:29:36,36.84,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2025-08-24 12:05:10,62.4,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-06-17 13:24:41,221.84,Food,Groceries,Paid for groceries,UPI
2026-04-29 09:51:30,109.29,Food,Groceries,Paid for groceries,UPI
2025-08-28 13:37:54,823.38,Medical,Pharmacy,Paid for pharmacy,Debit Card
2026-01-27 20:16:01,521.96,Shopping,Clothes,Paid for clothes,UPI
2026-01-25 10:24:39,1228.44,Shopping,Footwear,Paid for footwear,UPI
2026-03-24 12:10:48,413.84,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-04-06 14:59:09,1575.41,Entertainment,Weekend Outing,Paid for weekend outing,Cash
2026-06-08 18:07:37,10550.16,Shopping,Electronics,Paid for electronics,Debit Card
2026-02-27 13:57:27,408.53,Food,Zomato/Swiggy,Burger & Fries,Cash
2026-02-08 20:01:58,387.32,Food,Zomato/Swiggy,Burger & Fries,Debit Card
2025-08-18 23:04:13,1750.22,Education,Exam Registration,Paid for exam registration,UPI
2025-09-15 19:53:18,722.15,Food,Restaurant,Paid for restaurant,Cash
2026-02-14 12:23:44,260.93,Food,Zomato/Swiggy,Burger & Fries,UPI
2026-04-30 21:42:32,59.04,Food,Groceries,Paid for groceries,UPI
2026-05-01 12:20:56,666,Recharge,Mobile Data,Paid for mobile data,UPI
2025-10-05 21:57:28,464.59,Education,Reference Books,Paid for reference books,UPI
2026-04-19 17:41:12,32.98,Travel,Auto/E-Rickshaw,Rickshaw from metro station,Cash
2025-11-09 16:02:21,430.6,Food,Zomato/Swiggy,Biryani order,UPI
2026-05-09 13:59:19,66.6,Education,Stationery,Paid for stationery,UPI
2025-10-25 11:05:23,27.53,Travel,Auto/E-Rickshaw,Auto to college,UPI
2025-12-29 09:14:33,21.77,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-06-26 21:54:41,2299.8,Shopping,Footwear,Paid for footwear,Credit Card
2026-01-18 21:30:51,2218.18,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2026-06-28 21:18:00,299,Recharge,Mobile Data,Paid for mobile data,Credit Card
2026-04-21 17:46:52,5073.08,Shopping,Electronics,Paid for electronics,Credit Card
2026-03-10 22:42:59,25.5,Travel,Metro Fare,Paid for metro fare,UPI
2026-03-09 19:06:37,62.89,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-06-07 18:17:38,985.97,Shopping,Footwear,Paid for footwear,UPI
2026-05-25 18:12:51,24.83,Travel,Auto/E-Rickshaw,Shared auto to market,Cash
2026-05-29 18:23:59,5076.94,Travel,Train/Flight Home,Paid for train/flight home,Credit Card
2025-10-11 21:37:42,101.07,Food,Groceries,Paid for groceries,UPI
2026-06-14 08:14:16,227.98,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-04-25 20:19:58,90.01,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-01-05 16:21:22,74.47,Food,Groceries,Paid for groceries,UPI
2026-04-03 18:10:40,2336.28,Food,Hostel Mess,Paid for hostel mess,Credit Card
2025-09-24 22:44:15,26.17,Snacks,Tea/Coffee,Chai & biscuits,UPI
2026-02-03 22:05:20,299,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-01-21 09:46:51,333.56,Food,Zomato/Swiggy,Late night dessert,UPI
2026-06-29 22:39:28,29.53,Travel,Metro Fare,Paid for metro fare,Cash
2026-06-19 17:08:47,263.61,Travel,Uber/Ola Cab,Paid for uber/ola cab,Cash
2026-02-21 22:17:27,299,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-06-03 16:25:32,160.6,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-05-28 20:05:22,781.4,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,Debit Card
2025-08-20 19:17:30,23.84,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2026-03-29 12:10:47,7737.35,Shopping,Electronics,Paid for electronics,Credit Card
2026-05-25 23:39:01,37.13,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2025-10-21 21:05:35,115.56,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-02-16 15:06:56,443.24,Food,Zomato/Swiggy,Late night dessert,UPI
2026-02-04 12:16:55,10.94,Travel,Metro Fare,Paid for metro fare,UPI
2026-01-25 15:14:13,350.08,Entertainment,Movie Ticket,Popcorn and ticket,UPI
2026-04-16 17:41:18,1560.38,Shopping,Clothes,Paid for clothes,Cash
2026-04-26 13:50:36,225.18,Food,Zomato/Swiggy,Late night dessert,Debit Card
2026-06-16 09:44:37,518.07,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,Debit Card
2026-02-23 09:54:26,200,Medical,Doctor Consultation,Paid for doctor consultation,Cash
2026-05-26 16:30:48,241.68,Food,Zomato/Swiggy,Pizza party,UPI
2026-05-25 14:02:43,49.78,Snacks,Maggi & Noodles,Paid for maggi & noodles,Cash
2026-01-05 10:15:04,4479.92,Travel,Train/Flight Home,Paid for train/flight home,UPI
2026-05-22 13:46:57,121.1,Food,Groceries,Paid for groceries,UPI
2026-05-09 16:31:35,6033.8,Shopping,Electronics,Paid for electronics,Debit Card
2025-10-17 23:53:03,299,Recharge,OTT Subscription,Paid for ott subscription,Debit Card
2026-02-25 09:05:53,969.52,Other,Miscellaneous,Paid for miscellaneous,UPI
2026-02-05 22:11:42,301.51,Food,Zomato/Swiggy,Pizza party,Cash
2025-08-12 22:24:20,499,Recharge,OTT Subscription,Paid for ott subscription,UPI
2025-12-04 13:15:50,488.6,Education,Reference Books,Paid for reference books,UPI
2026-06-20 08:56:04,226.54,Food,Zomato/Swiggy,Burger & Fries,Debit Card
2026-04-08 08:12:50,462.32,Food,Restaurant,Paid for restaurant,Cash
2025-11-02 16:45:05,307.27,Food,Zomato/Swiggy,Burger & Fries,Cash
2026-06-21 13:31:21,708.59,Food,Restaurant,Paid for restaurant,Credit Card
2026-05-09 15:58:34,60.77,Shopping,Toiletries,Paid for toiletries,Cash
2025-12-19 17:47:02,153.21,Education,Reference Books,Paid for reference books,Debit Card
2026-01-25 19:22:10,649,Entertainment,Netflix/Spotify,Paid for netflix/spotify,Debit Card
2026-02-21 10:21:40,494.96,Entertainment,Movie Ticket,Popcorn and ticket,UPI
2026-01-26 10:23:51,1855.03,Shopping,Footwear,Paid for footwear,Cash
2026-02-09 20:43:22,761.66,Other,Miscellaneous,Paid for miscellaneous,Debit Card
2026-01-13 14:18:23,307.45,Food,Zomato/Swiggy,Pizza party,Debit Card
2026-03-26 09:27:20,701.7,Medical,Pharmacy,Paid for pharmacy,UPI
2026-01-26 14:00:53,199,Recharge,Mobile Data,Paid for mobile data,UPI
2026-02-01 20:52:28,299,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2026-01-29 22:34:08,176.74,Food,Groceries,Paid for groceries,UPI
2025-12-02 20:00:37,473.09,Education,Stationery,Paid for stationery,UPI
2025-07-22 08:00:23,12.06,Snacks,Tea/Coffee,Chai at tapri,UPI
2026-05-16 17:38:56,259.82,Food,Zomato/Swiggy,Burger & Fries,Debit Card
2026-03-31 15:11:29,2413.02,Shopping,Footwear,Paid for footwear,Debit Card
2025-11-22 09:57:50,447.53,Food,Zomato/Swiggy,Burger & Fries,UPI
2025-12-01 11:14:49,3059.8,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2026-02-16 23:10:12,205.3,Food,Groceries,Paid for groceries,UPI
2026-05-08 20:34:58,18.67,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2026-03-25 21:41:51,338.72,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-01-03 11:29:26,192.25,Entertainment,Movie Ticket,Movie with hostel mates,Cash
2026-06-07 18:50:28,46.11,Education,Stationery,Paid for stationery,UPI
2026-02-18 08:54:49,1437.48,Shopping,Clothes,Paid for clothes,UPI
2026-02-14 20:59:55,313.35,Entertainment,Movie Ticket,Popcorn and ticket,Credit Card
2026-05-21 21:39:23,3457.38,Education,Online Course,Paid for online course,Credit Card
2025-12-28 23:17:08,197.76,Food,Groceries,Paid for groceries,UPI
2026-05-24 22:17:50,299,Entertainment,Netflix/Spotify,Paid for netflix/spotify,Cash
2025-12-14 16:11:54,718.61,Medical,First Aid,Paid for first aid,UPI
2026-06-09 19:56:20,299,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-05-05 10:13:40,149,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-03-19 16:24:05,30.95,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-02-16 22:08:53,16.91,Travel,Auto/E-Rickshaw,Rickshaw from metro station,UPI
2026-05-26 23:40:54,1305.8,Entertainment,Weekend Outing,Paid for weekend outing,UPI
2026-06-11 18:05:38,584.09,Food,Restaurant,Paid for restaurant,UPI
2025-08-18 13:26:38,149,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2025-12-29 19:45:24,337.09,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2025-11-12 11:07:36,5447.51,Shopping,Electronics,Paid for electronics,Debit Card
2026-02-02 18:42:03,14.68,Travel,Metro Fare,Paid for metro fare,Cash
2025-10-18 19:35:39,12349.39,Shopping,Electronics,Paid for electronics,Credit Card
2026-03-27 09:05:30,39.28,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-01-27 11:43:12,221.21,Entertainment,Movie Ticket,Popcorn and ticket,UPI
2026-05-26 13:58:24,446.4,Food,Restaurant,Paid for restaurant,Credit Card
2025-12-07 23:20:56,346.99,Food,Zomato/Swiggy,Late night dessert,Debit Card
